iter	Logloss
322	0.3585008849
323	0.3584167215
324	0.3582427133
325	0.358064302
326	0.3579446544
327	0.3577251411
328	0.3575646767
329	0.3571767946
330	0.3570733593
331	0.3569597705
332	0.3567762238
333	0.3566515831
334	0.3565039026
335	0.356277567
336	0.3561869652
337	0.3560899959
338	0.3559885201
339	0.3558645747
340	0.3557370421
341	0.3556290296
342	0.35556941
343	0.3554194665
344	0.3552507658
345	0.3551405596
346	0.3549328541
347	0.3548376861
348	0.3547449759
349	0.3546729407
350	0.3545068068
351	0.35430212
352	0.3541558674
353	0.3540071424
354	0.3537606777
355	0.353565296
356	0.3534675204
357	0.3533645823
358	0.3532165372
359	0.3531049752
360	0.3529705053
361	0.3528111265
362	0.3527043676
363	0.3525524294
364	0.3524732812
365	0.3523540245
366	0.3522339487
367	0.3520090486
368	0.3517319657
369	0.3516500372
370	0.3515468669
371	0.3514936032
372	0.3512816192
373	0.3511852694
374	0.3510803885
375	0.3509792902
376	0.3508826316
377	0.3507550145
378	0.3506221997
379	0.3504502495
380	0.3503374691
381	0.3502293339
382	0.3500602598
383	0.3499299628
384	0.3498394382
385	0.3497369513
386	0.3495356047
387	0.3494263803
388	0.349259833
389	0.3491850178
390	0.3490850982
391	0.3489707672
392	0.3486782456
393	0.3485674629
394	0.3484478389
395	0.3483636742
396	0.3481606595
397	0.3480253454
398	0.3478302934
399	0.3477065264
400	0.3475544415
401	0.3473417826
402	0.3471340149
403	0.346988924
404	0.3467797834
405	0.3465832607
406	0.3464746935
407	0.3463601048
408	0.3462467294
409	0.3461181087
410	0.3459392203
411	0.3458015504
412	0.3456851915
413	0.3455371082
414	0.3453192987
415	0.3450149305
416	0.3447550808
417	0.3445258179
418	0.3443630565
419	0.3441802037
420	0.3439939295
421	0.3437006796
422	0.3435278409
423	0.3433140928
424	0.3431529899
425	0.3429965192
426	0.3428531593
427	0.3427293031
428	0.3426608458
429	0.3425314217
430	0.342348984
431	0.342181115
432	0.341982416
433	0.3417749884
434	0.3416851064
435	0.3414845124
436	0.3413585168
437	0.3412564792
438	0.3410524979
439	0.3409522314
440	0.340603074
441	0.3405072213
442	0.3403293641
443	0.340202133
444	0.3401102126
445	0.3399915302
446	0.3398145835
447	0.3396837609
448	0.3395720392
449	0.3394917447
450	0.3393900143
451	0.339318701
452	0.3391340014
453	0.3389828633
454	0.338848958
455	0.3386585266
456	0.3384707353
457	0.3383636125
458	0.3382336941
459	0.3380752807
460	0.3379776737
461	0.3377848647
462	0.337623277
463	0.3374954225
464	0.3373432811
465	0.3372440709
466	0.3371318449
467	0.3370012417
468	0.3369074585
469	0.3367376785
470	0.3365433386
471	0.3364230781
472	0.3362759051
473	0.3361618835
474	0.3360150328
475	0.3359436056
476	0.3358274327
477	0.3356976615
478	0.3355590209
479	0.3354361404
480	0.3353136744
481	0.3351979493
482	0.3351101028
483	0.3349907669
484	0.3347883778
485	0.3345860499
486	0.3344810654
487	0.3343609572
488	0.334244326
489	0.3341439018
490	0.3340562518
491	0.3338926737
492	0.3337821986
493	0.3335887786
494	0.3335145756
495	0.3334058166
496	0.3333068392
497	0.3331927551
498	0.333009051
499	0.3328478686
500	0.3326134985
501	0.3325248611
502	0.3324172205
503	0.3322758563
504	0.3321641057
505	0.3319745251
506	0.3318025481
507	0.3317283996
508	0.3316258987
509	0.3314822083
510	0.3312868824
511	0.3311927733
512	0.3309689455
513	0.3307522554
514	0.3306132654
515	0.3305046708
516	0.3303696568
517	0.3302420585
518	0.3300632283
519	0.3299826333
520	0.3298282245
521	0.3297337969
522	0.3295480399
523	0.3294613482
524	0.329346806
525	0.3292381537
526	0.3291778334
527	0.329097137
528	0.3289916715
529	0.3288451442
530	0.3287331003
531	0.3285859565
532	0.328475287
533	0.3283566892
534	0.3281894161
535	0.328087549
536	0.3280232934
537	0.3278996892
538	0.3277005864
539	0.3275889793
540	0.3275132367
541	0.3274036613
542	0.327301681
543	0.3272055277
544	0.3269788624
545	0.326907382
546	0.3267709966
547	0.3266771041
548	0.3264795888
549	0.3264229682
550	0.326283471
551	0.3261792875
552	0.3260933984
553	0.3260014901
554	0.3257990831
555	0.3257043344
556	0.3255312502
557	0.3254280948
558	0.3253152075
559	0.3252020811
560	0.3250665928
561	0.3249525669
562	0.324755856
563	0.324574136
564	0.3244548882
565	0.3243225645
566	0.3241768882
567	0.3240880284
568	0.3239178896
569	0.3238314688
570	0.3236945669
571	0.3236098833
572	0.3234525386
573	0.3232564381
574	0.3230886958
575	0.3229498704
576	0.3227683878
577	0.3225728492
578	0.3224409674
579	0.3222554381
580	0.3220958457
581	0.3219446108
582	0.321858518
583	0.321756327
584	0.3216848215
585	0.3215662709
586	0.3214503543
587	0.3212936196
588	0.3211211485
589	0.3210153675
590	0.3208588765
591	0.3207245678
592	0.3206410569
593	0.3205005233
594	0.3204096977
595	0.3202514067
596	0.3201741374
597	0.3200726476
598	0.320000852
599	0.3198752346
600	0.3197701444
601	0.3196250492
602	0.3194814222
603	0.3193015718
604	0.3191469693
605	0.3190200189
606	0.3189312467
607	0.3187892741
608	0.3187052246
609	0.3185392466
610	0.3184362638
611	0.3182425201
612	0.3181535394
613	0.3180202461
614	0.3179007454
615	0.3178439806
616	0.3177736427
617	0.3176735703
618	0.317583109
619	0.3173980004
620	0.3172673363
621	0.3171640182
622	0.3170275317
623	0.3169206627
624	0.3167731394
625	0.3165978057
626	0.3164794245
627	0.3163469309
628	0.3162715592
629	0.3161657747
630	0.3159845922
631	0.3158362713
632	0.3156738272
633	0.3155272722
634	0.3154107203
635	0.3152514327
636	0.315110263
637	0.3150148729
638	0.3148971949
639	0.3148179068
640	0.3146476671
641	0.314557688
642	0.3144387713
643	0.3143067183
644	0.3141964227
645	0.3140771013
646	0.3139952391
647	0.3138425566
648	0.3136957578
649	0.3135580191
650	0.3134037441
651	0.313322359
652	0.3132732129
653	0.3131867381
654	0.3130008494
655	0.3128177541
656	0.3127335426
657	0.3126625304
658	0.3124709136
659	0.3123565356
660	0.31214519
661	0.3119563351
662	0.3117818689
663	0.311667489
664	0.3115284466
665	0.3114163228
666	0.311311378
667	0.3111488398
668	0.3109610757
669	0.3108244171
670	0.3107314128
671	0.3106872227
672	0.3105757724
673	0.3104395014
674	0.3103357176
675	0.3102311901
676	0.310087229
677	0.31001224
678	0.3098578448
679	0.3096929133
680	0.3095728929
681	0.3094724049
682	0.3093892712
683	0.3092371738
684	0.3091194638
685	0.3090191702
686	0.3089028809
687	0.3087720615
688	0.3086433716
689	0.3084889517
690	0.3083501404
691	0.3082564829
692	0.3081617372
693	0.3080251394
694	0.3079420942
695	0.3078661762
696	0.307704463
697	0.3076232835
698	0.3075144327
699	0.3074609659
700	0.3073601254
701	0.3072927176
702	0.3071485822
703	0.3070515947
704	0.3069783452
705	0.306919544
706	0.3067545266
707	0.3066037094
708	0.306534304
709	0.3063918006
710	0.3062529492
711	0.306137401
712	0.3060605509
713	0.3059829673
714	0.3058766306
715	0.3057487092
716	0.3056344388
717	0.3054870496
718	0.3053128862
719	0.3051512808
720	0.3050108755
721	0.3049171468
722	0.304788976
723	0.3046834534
724	0.3046014364
725	0.3044654918
726	0.3044019559
727	0.3043175003
728	0.304233221
729	0.304097785
730	0.3039936551
731	0.3039316706
732	0.3038147623
733	0.30364938
734	0.3035635291
735	0.303463008
736	0.3033593003
737	0.3032090519
738	0.3031096604
739	0.3029951774
740	0.3029094675
741	0.3028610793
742	0.3027847755
743	0.3027098437
744	0.3026471691
745	0.3025190007
746	0.3023545319
747	0.3022197043
748	0.3020833247
749	0.3019475172
750	0.3018771379
751	0.30179685
752	0.3016511374
753	0.3015319087
754	0.301459025
755	0.3014219855
756	0.3013087214
757	0.3012472835
758	0.3010987448
759	0.3009969868
760	0.3008736004
761	0.3007949584
762	0.3006877585
763	0.300517638
764	0.3004124071
765	0.300265244
766	0.3001894697
767	0.3000588825
768	0.2999852893
769	0.2999428819
770	0.2998405738
771	0.2997411972
772	0.2996571507
773	0.2995263815
774	0.2994565837
775	0.2993362031
776	0.2992085636
777	0.2991421148
778	0.2990379931
779	0.298935318
780	0.2988665703
781	0.2987194268
782	0.2986067606
783	0.2985174907
784	0.2984091466
785	0.2982928349
786	0.2981767965
787	0.2980516553
788	0.2979902508
789	0.2978567978
790	0.2977590524
791	0.2976105122
792	0.2975309793
793	0.2974579338
794	0.2973375919
795	0.2971976485
796	0.2970875692
797	0.2969537912
798	0.2968137871
799	0.2967250109
800	0.2966557339
801	0.2965583796
802	0.2964590228
803	0.296372103
804	0.2962912976
805	0.2962489112
806	0.2961462991
807	0.2960793982
808	0.2960084832
809	0.2959475112
810	0.2958171279
811	0.2957075227
812	0.2956185829
813	0.2955208296
814	0.295401924
815	0.2952719607
816	0.2951745399
817	0.295056168
818	0.2948712083
819	0.2947083882
820	0.2946015674
821	0.2944965951
822	0.2943533846
823	0.2942450569
824	0.2941753366
825	0.2940597016
826	0.293950286
827	0.2938090179
828	0.2937509587
829	0.2936739578
830	0.2935396079
831	0.2934553514
832	0.2933537618
833	0.2932366168
834	0.2931359684
835	0.2930339235
836	0.2929311227
837	0.2927994819
838	0.2926693807
839	0.2925607578
840	0.2924988642
841	0.2923551818
842	0.2923227683
843	0.2922219417
844	0.2921356347
845	0.2920048923
846	0.291882517
847	0.2917455495
848	0.2916514778
849	0.2915408751
850	0.2914451891
851	0.2913632213
852	0.2912328904
853	0.2911357997
854	0.2910079584
855	0.2909038303
856	0.290809119
857	0.2907539368
858	0.2906410701
859	0.2905317375
860	0.2904464678
861	0.290327239
862	0.2902140056
863	0.2901175905
864	0.2899977243
865	0.2899082959
866	0.2898429362
867	0.2897667125
868	0.2897099632
869	0.2896516749
870	0.2895691365
871	0.289449948
872	0.2893226939
873	0.2892564324
874	0.2891922687
875	0.2891095186
876	0.2890048276
877	0.2889126361
878	0.2888592567
879	0.2887785237
880	0.288678403
881	0.2885705726
882	0.288429717
883	0.2883513863
884	0.288248165
885	0.2881369565
886	0.2880862106
887	0.287961229
888	0.2878981215
889	0.2877899865
890	0.2877253237
891	0.2876236508
892	0.2875277935
893	0.2874662577
894	0.2874326534
895	0.2873311404
896	0.2872010506
897	0.2871002688
898	0.2869690958
899	0.286872982
900	0.2867584899
901	0.286703621
902	0.2866159959
903	0.2865205542
904	0.2864346346
905	0.2863354245
906	0.2862141281
907	0.2861355625
908	0.2860125869
909	0.2859204617
910	0.2858213324
911	0.2856781182
912	0.2855944834
913	0.2855254339
914	0.2854379458
915	0.2853779377
916	0.2852794114
917	0.2851955232
918	0.2851429118
919	0.2850355631
920	0.2849669099
921	0.2848931497
922	0.2848315048
923	0.2846762463
924	0.2846048505
925	0.2845102547
926	0.2843997199
927	0.2842663028
928	0.2842070929
929	0.2841085788
930	0.284030185
931	0.2839455191
932	0.2838204333
933	0.2836890396
934	0.2836387108
935	0.2835746572
936	0.2834836658
937	0.2833978074
938	0.2833116019
939	0.283243116
940	0.283149374
941	0.2830790243
942	0.2829711735
943	0.2828751513
944	0.2827938658
945	0.2827075028
946	0.2826111391
947	0.2825246494
948	0.282388258
949	0.2823204561
950	0.2822401146
951	0.2821586779
952	0.2821000225
953	0.2820151566
954	0.281939668
955	0.28184696
956	0.2817276749
957	0.281672806
958	0.281598474
959	0.2815441894
960	0.2814535759
961	0.2813642142
962	0.2812558677
963	0.2811616324
964	0.2811155845
965	0.2810239988
966	0.28095343
967	0.2808408746
968	0.2808077293
969	0.2807362318
970	0.2806993629
971	0.2806380764
972	0.2805257173
973	0.2804462566
974	0.2803698724
975	0.2803253356
976	0.2802659582
977	0.2802028761
978	0.2801302799
979	0.2800465715
980	0.2799752301
981	0.2799130132
982	0.2798014136
983	0.2796562703
984	0.2795916984
985	0.2795146558
986	0.2793950061
987	0.2792747842
988	0.2791765073
989	0.2791185573
990	0.2790034956
991	0.2789500552
992	0.2788570911
993	0.2787398064
994	0.2786759819
995	0.2785321347
996	0.2784351675
997	0.2783750575
998	0.2782865335
999	0.2781554754
