,date,vegetable,unit,minimum,maximum,average
492,2025-06-05,ताजा माछा(बचुवा),kg,300,320,310
493,2025-06-05,ताजा माछा(छडी),kg,220,240,230
494,2025-06-05,राजा च्याउ,kg,280,300,290
495,2025-06-05,सिताके च्याउ,kg,800,900,850
496,2025-06-06,गोलभेडा ठूलो(नेपाली),kg,65,75,70
497,2025-06-06,गोलभेडा ठूलो(भारतीय),kg,69,79,74
498,2025-06-06,गोलभेडा सानो(लोकल),kg,32,40,36
499,2025-06-06,गोलभेडा सानो(टनेल),kg,45,56,51
500,2025-06-06,गोलभेडा सानो(भारतीय),kg,43,48,45
501,2025-06-06,आलु रातो,kg,37,40,38
502,2025-06-06,आलु रातो(भारतीय),kg,32,35,33
503,2025-06-06,आलु रातो(मुडे),kg,37,39,38
504,2025-06-06,प्याज सुकेको (भारतीय),kg,36,38,37
505,2025-06-06,गाजर(लोकल),kg,48,58,53
506,2025-06-06,बन्दा(लोकल),kg,10,16,13
507,2025-06-06,काउली स्थानिय,kg,40,50,45
508,2025-06-06,मूला रातो,kg,30,35,32
509,2025-06-06,मूला सेतो(लोकल),kg,15,20,17
510,2025-06-06,सेतो मूला(हाइब्रीड),kg,20,25,22
511,2025-06-06,भन्टा लाम्चो,kg,12,20,16
512,2025-06-06,भन्टा डल्लो,kg,25,32,28
513,2025-06-06,बोडी(तने),kg,30,40,35
514,2025-06-06,मकै बोडी,kg,60,70,65
515,2025-06-06,मटरकोशा,kg,130,150,139
516,2025-06-06,घिउ सिमी(लोकल),kg,32,42,37
517,2025-06-06,घिउ सिमी(हाइब्रीड),kg,25,35,30
518,2025-06-06,घिउ सिमी(राजमा),kg,100,120,110
519,2025-06-06,भटमासकोशा,kg,120,130,125
520,2025-06-06,तितो करेला,kg,40,45,42
521,2025-06-06,लौका,kg,22,30,26
522,2025-06-06,परवर(लोकल),kg,45,55,50
523,2025-06-06,परवर(तराई),kg,40,50,44
524,2025-06-06,चिचिण्डो,kg,20,30,27
525,2025-06-06,घिरौला,kg,32,42,36
526,2025-06-06,झिगूनी,kg,50,60,53
527,2025-06-06,फर्सी पाकेको,kg,35,45,39
528,2025-06-06,फर्सी हरियो(लाम्चो),kg,25,30,27
529,2025-06-06,हरियो फर्सी(डल्लो),kg,15,25,19
530,2025-06-06,भिण्डी,kg,40,50,43
531,2025-06-06,सखरखण्ड,kg,65,75,70
532,2025-06-06,पिंडालू,kg,100,120,110
533,2025-06-06,रायो साग,kg,25,32,28
534,2025-06-06,पालूगो साग,kg,30,40,36
535,2025-06-06,प्याज हरियो,kg,60,75,67
536,2025-06-06,च्याउ(कन्य),kg,180,200,190
537,2025-06-06,च्याउ(डल्ले),kg,300,350,326
538,2025-06-06,कुरीलो,kg,200,300,245
539,2025-06-06,न्यूरो,kg,20,30,25
540,2025-06-06,ब्रोकाउली,kg,65,75,70
541,2025-06-06,चुकुन्दर,kg,65,75,70
542,2025-06-06,सजिवन,kg,110,120,113
543,2025-06-06,रातो बन्दा,kg,65,75,68
544,2025-06-06,जिरीको साग,kg,70,80,76
545,2025-06-06,ग्याठ कोबी,kg,45,55,48
546,2025-06-06,सेलरी,kg,110,120,113
547,2025-06-06,पार्सले,kg,300,400,342
548,2025-06-06,सौफको साग,kg,80,100,91
549,2025-06-06,पुदीना,kg,100,110,103
550,2025-06-06,गान्टे मूला,kg,30,40,34
551,2025-06-06,इमली,kg,160,170,165
552,2025-06-06,तामा,kg,90,100,95
553,2025-06-06,तोफु,kg,110,140,126
554,2025-06-06,गुन्दुक,kg,300,350,326
555,2025-06-06,स्याउ(झोले),kg,230,250,240
556,2025-06-06,स्याउ(फूजी),kg,240,300,270
557,2025-06-06,केरा,dozen,140,150,145
558,2025-06-06,कागती,kg,180,200,190
559,2025-06-06,अनार,kg,300,350,326
560,2025-06-06,आँप(मालदह),kg,55,65,60
561,2025-06-06,आँप(दसहरी),kg,65,75,71
562,2025-06-06,अंगुर(हरियो),kg,200,250,226
563,2025-06-06,अंगुर(कालो),kg,300,350,326
564,2025-06-06,तरबुजा(हरियो),kg,30,40,35
565,2025-06-06,मौसम,kg,180,200,190
566,2025-06-06,जुनार,kg,200,250,227
567,2025-06-06,भुई कटहर,per piece,160,180,170
568,2025-06-06,काक्रो(लोकल),kg,40,50,43
569,2025-06-06,काक्रो(हाइब्रीड),kg,8,14,11
570,2025-06-06,रुख कटहर,kg,55,65,60
571,2025-06-06,मेवा(नेपाली),kg,90,100,95
572,2025-06-06,लीच्ची(लोकल),kg,120,140,130
573,2025-06-06,लीच्ची(भारतीय),kg,200,220,210
574,2025-06-06,अदुवा,kg,90,110,101
575,2025-06-06,खु्र्सानी सुकेको,kg,380,420,397
576,2025-06-06,खु्र्सानी हरियो,kg,40,50,44
577,2025-06-06,खुर्सानी हरियो(बुलेट),kg,40,45,42
578,2025-06-06,खुर्सानी हरियो(माछे),kg,30,40,35
579,2025-06-06,खुर्सानी हरियो(अकबरे),kg,260,300,280
580,2025-06-06,भेडे खु्र्सानी,kg,75,85,78
581,2025-06-06,हरियो धनिया,kg,35,45,40
582,2025-06-06,लसुन सुकेको चाइनिज,kg,200,220,210
583,2025-06-06,लसुन सुकेको नेपाली,kg,170,180,175
584,2025-06-06,छ्यापी सुकेको,kg,180,200,190
585,2025-06-06,छ्यापी हरियो,kg,100,120,110
586,2025-06-06,ताजा माछा(रहु),kg,310,330,320
587,2025-06-06,ताजा माछा(बचुवा),kg,300,320,310
588,2025-06-06,ताजा माछा(छडी),kg,220,240,230
589,2025-06-06,राजा च्याउ,kg,280,300,290
590,2025-06-06,सिताके च्याउ,kg,800,900,855
591,2025-06-07,गोलभेडा ठूलो(नेपाली),kg,65,75,70
592,2025-06-07,गोलभेडा ठूलो(भारतीय),kg,70,80,75
593,2025-06-07,गोलभेडा सानो(लोकल),kg,39,48,43
594,2025-06-07,गोलभेडा सानो(टनेल),kg,48,60,54
595,2025-06-07,गोलभेडा सानो(भारतीय),kg,40,50,45
596,2025-06-07,आलु रातो,kg,37,40,38
597,2025-06-07,आलु रातो(भारतीय),kg,32,35,33
598,2025-06-07,आलु रातो(मुडे),kg,38,40,39
599,2025-06-07,प्याज सुकेको (भारतीय),kg,38,40,39
600,2025-06-07,गाजर(लोकल),kg,45,55,50
601,2025-06-07,बन्दा(लोकल),kg,15,20,17
602,2025-06-07,काउली स्थानिय,kg,40,50,45
603,2025-06-07,मूला रातो,kg,30,35,32
604,2025-06-07,मूला सेतो(लोकल),kg,15,20,17
605,2025-06-07,सेतो मूला(हाइब्रीड),kg,20,25,22
606,2025-06-07,भन्टा लाम्चो,kg,12,20,15
607,2025-06-07,भन्टा डल्लो,kg,25,35,30
608,2025-06-07,बोडी(तने),kg,40,50,45
609,2025-06-07,मकै बोडी,kg,60,70,65
610,2025-06-07,मटरकोशा,kg,130,150,140
611,2025-06-07,घिउ सिमी(लोकल),kg,40,50,45
612,2025-06-07,घिउ सिमी(हाइब्रीड),kg,40,50,45
613,2025-06-07,घिउ सिमी(राजमा),kg,100,120,110
614,2025-06-07,भटमासकोशा,kg,100,130,115
615,2025-06-07,तितो करेला,kg,40,50,45
616,2025-06-07,लौका,kg,20,30,25
617,2025-06-07,परवर(लोकल),kg,40,50,45
618,2025-06-07,परवर(तराई),kg,40,50,45
619,2025-06-07,चिचिण्डो,kg,20,30,25
620,2025-06-07,घिरौला,kg,35,45,40
621,2025-06-07,झिगूनी,kg,50,60,55
622,2025-06-07,फर्सी पाकेको,kg,35,45,40
623,2025-06-07,फर्सी हरियो(लाम्चो),kg,25,30,27
624,2025-06-07,हरियो फर्सी(डल्लो),kg,15,25,20
625,2025-06-07,भिण्डी,kg,30,40,35
626,2025-06-07,सखरखण्ड,kg,60,70,65
627,2025-06-07,पिंडालू,kg,100,120,110
628,2025-06-07,रायो साग,kg,20,30,25
629,2025-06-07,पालूगो साग,kg,30,40,35
630,2025-06-07,प्याज हरियो,kg,40,50,45
631,2025-06-07,च्याउ(कन्य),kg,160,200,180
632,2025-06-07,च्याउ(डल्ले),kg,300,350,326
633,2025-06-07,कुरीलो,kg,200,300,250
634,2025-06-07,न्यूरो,kg,20,30,25
635,2025-06-07,ब्रोकाउली,kg,80,90,85
636,2025-06-07,चुकुन्दर,kg,65,75,70
637,2025-06-07,सजिवन,kg,110,120,115
638,2025-06-07,रातो बन्दा,kg,60,70,65
639,2025-06-07,जिरीको साग,kg,70,80,75
640,2025-06-07,ग्याठ कोबी,kg,45,55,50
641,2025-06-07,सेलरी,kg,110,120,115
642,2025-06-07,पार्सले,kg,300,400,350
643,2025-06-07,सौफको साग,kg,80,100,90
644,2025-06-07,पुदीना,kg,100,110,105
645,2025-06-07,गान्टे मूला,kg,30,40,35
646,2025-06-07,इमली,kg,160,170,165
647,2025-06-07,तामा,kg,90,100,95
648,2025-06-07,तोफु,kg,110,140,126
649,2025-06-07,गुन्दुक,kg,300,350,326
650,2025-06-07,स्याउ(झोले),kg,230,250,240
651,2025-06-07,स्याउ(फूजी),kg,240,300,270
652,2025-06-07,केरा,dozen,140,150,145
653,2025-06-07,कागती,kg,180,200,190
654,2025-06-07,अनार,kg,300,350,326
655,2025-06-07,आँप(मालदह),kg,55,65,60
656,2025-06-07,आँप(दसहरी),kg,65,75,70
657,2025-06-07,अंगुर(हरियो),kg,200,250,226
658,2025-06-07,अंगुर(कालो),kg,300,350,326
659,2025-06-07,तरबुजा(हरियो),kg,30,40,35
660,2025-06-07,मौसम,kg,180,200,190
661,2025-06-07,जुनार,kg,200,250,226
662,2025-06-07,भुई कटहर,per piece,160,180,170
663,2025-06-07,काक्रो(लोकल),kg,40,50,45
664,2025-06-07,काक्रो(हाइब्रीड),kg,10,15,12
665,2025-06-07,रुख कटहर,kg,55,65,60
666,2025-06-07,मेवा(नेपाली),kg,90,100,95
667,2025-06-07,मेवा(भारतीय),kg,110,130,120
668,2025-06-07,लीच्ची(लोकल),kg,120,140,130
669,2025-06-07,लीच्ची(भारतीय),kg,200,220,210
670,2025-06-07,अदुवा,kg,90,110,100
671,2025-06-07,खु्र्सानी सुकेको,kg,380,420,400
672,2025-06-07,खु्र्सानी हरियो,kg,30,40,35
673,2025-06-07,खुर्सानी हरियो(बुलेट),kg,30,40,35
674,2025-06-07,खुर्सानी हरियो(माछे),kg,30,40,35
675,2025-06-07,खुर्सानी हरियो(अकबरे),kg,260,300,280
676,2025-06-07,भेडे खु्र्सानी,kg,80,90,85
677,2025-06-07,लसुन हरियो,kg,40,50,45
678,2025-06-07,हरियो धनिया,kg,40,50,45
679,2025-06-07,लसुन सुकेको चाइनिज,kg,200,220,210
680,2025-06-07,लसुन सुकेको नेपाली,kg,170,180,175
681,2025-06-07,छ्यापी सुकेको,kg,180,200,190
682,2025-06-07,छ्यापी हरियो,kg,100,120,110
683,2025-06-07,ताजा माछा(रहु),kg,310,330,320
684,2025-06-07,ताजा माछा(बचुवा),kg,300,320,310
685,2025-06-07,ताजा माछा(छडी),kg,220,240,230
686,2025-06-07,राजा च्याउ,kg,280,300,290
687,2025-06-07,सिताके च्याउ,kg,800,900,850
688,2025-06-08,गोलभेडा ठूलो(नेपाली),kg,69,80,75
689,2025-06-08,गोलभेडा ठूलो(भारतीय),kg,70,80,75
690,2025-06-08,गोलभेडा सानो(लोकल),kg,40,48,43
691,2025-06-08,गोलभेडा सानो(टनेल),kg,52,65,56
692,2025-06-08,गोलभेडा सानो(भारतीय),kg,40,50,45
693,2025-06-08,आलु रातो,kg,37,40,38
694,2025-06-08,आलु रातो(भारतीय),kg,32,35,33
695,2025-06-08,आलु रातो(मुडे),kg,38,40,39
696,2025-06-08,प्याज सुकेको (भारतीय),kg,37,39,38
697,2025-06-08,गाजर(लोकल),kg,45,55,51
698,2025-06-08,बन्दा(लोकल),kg,15,20,17
699,2025-06-08,काउली स्थानिय,kg,45,53,49
700,2025-06-08,मूला रातो,kg,30,35,32
701,2025-06-08,मूला सेतो(लोकल),kg,28,34,31
702,2025-06-08,सेतो मूला(हाइब्रीड),kg,30,40,35
703,2025-06-08,भन्टा लाम्चो,kg,18,25,21
704,2025-06-08,भन्टा डल्लो,kg,20,30,25
705,2025-06-08,बोडी(तने),kg,40,50,43
706,2025-06-08,मकै बोडी,kg,60,70,64
707,2025-06-08,मटरकोशा,kg,130,150,143
708,2025-06-08,घिउ सिमी(लोकल),kg,45,74,54
709,2025-06-08,घिउ सिमी(हाइब्रीड),kg,40,50,44
710,2025-06-08,घिउ सिमी(राजमा),kg,100,120,110
711,2025-06-08,भटमासकोशा,kg,110,130,120
712,2025-06-08,तितो करेला,kg,45,50,47
713,2025-06-08,लौका,kg,20,30,24
714,2025-06-08,परवर(लोकल),kg,40,50,44
715,2025-06-08,परवर(तराई),kg,45,55,48
716,2025-06-08,चिचिण्डो,kg,20,30,26
717,2025-06-08,घिरौला,kg,35,45,40
718,2025-06-08,झिगूनी,kg,50,60,54
719,2025-06-08,फर्सी पाकेको,kg,35,45,39
720,2025-06-08,फर्सी हरियो(लाम्चो),kg,25,30,27
721,2025-06-08,हरियो फर्सी(डल्लो),kg,15,25,19
722,2025-06-08,भिण्डी,kg,35,40,37
723,2025-06-08,सखरखण्ड,kg,60,70,65
724,2025-06-08,पिंडालू,kg,100,120,110
725,2025-06-08,स्कूस,kg,60,70,66
726,2025-06-08,रायो साग,kg,20,30,25
727,2025-06-08,पालूगो साग,kg,35,45,40
728,2025-06-08,प्याज हरियो,kg,40,50,46
729,2025-06-08,च्याउ(कन्य),kg,200,220,208
730,2025-06-08,च्याउ(डल्ले),kg,300,350,333
731,2025-06-08,कुरीलो,kg,200,300,250
732,2025-06-08,न्यूरो,kg,20,30,25
733,2025-06-08,ब्रोकाउली,kg,75,85,81
734,2025-06-08,चुकुन्दर,kg,70,80,73
735,2025-06-08,रातो बन्दा,kg,60,70,64
736,2025-06-08,जिरीको साग,kg,70,80,75
737,2025-06-08,ग्याठ कोबी,kg,50,60,55
738,2025-06-08,सेलरी,kg,110,120,115
739,2025-06-08,पार्सले,kg,300,400,350
740,2025-06-08,सौफको साग,kg,80,100,91
741,2025-06-08,पुदीना,kg,100,110,105
742,2025-06-08,गान्टे मूला,kg,40,50,45
743,2025-06-08,इमली,kg,160,170,165
744,2025-06-08,तामा,kg,90,100,95
745,2025-06-08,तोफु,kg,110,140,126
746,2025-06-08,गुन्दुक,kg,300,350,326
747,2025-06-08,स्याउ(झोले),kg,230,250,240
748,2025-06-08,स्याउ(फूजी),kg,240,380,322
749,2025-06-08,केरा,dozen,140,150,145
750,2025-06-08,कागती,kg,170,190,181
751,2025-06-08,अनार,kg,300,350,326
752,2025-06-08,आँप(मालदह),kg,55,65,60
753,2025-06-08,आँप(दसहरी),kg,65,75,70
754,2025-06-08,अंगुर(हरियो),kg,200,250,225
755,2025-06-08,अंगुर(कालो),kg,300,350,326
756,2025-06-08,तरबुजा(हरियो),kg,30,40,35
757,2025-06-08,मौसम,kg,180,200,190
758,2025-06-08,जुनार,kg,200,250,226
759,2025-06-08,भुई कटहर,per piece,160,180,168
760,2025-06-08,काक्रो(लोकल),kg,42,50,46
761,2025-06-08,काक्रो(हाइब्रीड),kg,10,18,13
762,2025-06-08,रुख कटहर,kg,55,65,60
763,2025-06-08,मेवा(भारतीय),kg,100,110,105
764,2025-06-08,लीच्ची(लोकल),kg,120,140,130
765,2025-06-08,लीच्ची(भारतीय),kg,200,220,210
766,2025-06-08,अदुवा,kg,90,110,101
767,2025-06-08,खु्र्सानी सुकेको,kg,380,420,400
768,2025-06-08,खु्र्सानी हरियो,kg,35,45,40
769,2025-06-08,खुर्सानी हरियो(बुलेट),kg,30,40,35
770,2025-06-08,खुर्सानी हरियो(माछे),kg,40,50,45
771,2025-06-08,खुर्सानी हरियो(अकबरे),kg,260,300,277
772,2025-06-08,भेडे खु्र्सानी,kg,85,95,88
773,2025-06-08,हरियो धनिया,kg,30,35,32
774,2025-06-08,लसुन सुकेको चाइनिज,kg,200,220,208
775,2025-06-08,लसुन सुकेको नेपाली,kg,170,180,175
776,2025-06-08,छ्यापी सुकेको,kg,180,200,190
777,2025-06-08,छ्यापी हरियो,kg,100,120,110
778,2025-06-08,ताजा माछा(रहु),kg,310,330,320
779,2025-06-08,ताजा माछा(बचुवा),kg,300,320,310
780,2025-06-08,ताजा माछा(छडी),kg,220,240,230
781,2025-06-08,राजा च्याउ,kg,280,300,290
782,2025-06-08,सिताके च्याउ,kg,800,900,850
783,2025-06-09,गोलभेडा ठूलो(नेपाली),kg,80,90,85
784,2025-06-09,गोलभेडा ठूलो(भारतीय),kg,70,80,75
785,2025-06-09,गोलभेडा सानो(लोकल),kg,60,70,65
786,2025-06-09,गोलभेडा सानो(टनेल),kg,75,85,80
787,2025-06-09,गोलभेडा सानो(भारतीय),kg,40,50,45
788,2025-06-09,आलु रातो,kg,35,40,38
789,2025-06-09,आलु रातो(भारतीय),kg,32,35,33
790,2025-06-09,आलु रातो(मुडे),kg,38,40,39
791,2025-06-09,प्याज सुकेको (भारतीय),kg,38,40,39
792,2025-06-09,गाजर(लोकल),kg,55,65,60
793,2025-06-09,गाजर(तराई),kg,35,45,40
794,2025-06-09,बन्दा(लोकल),kg,15,22,18
795,2025-06-09,काउली स्थानिय,kg,55,65,60
796,2025-06-09,मूला रातो,kg,21,35,28
797,2025-06-09,मूला सेतो(लोकल),kg,28,34,31
798,2025-06-09,सेतो मूला(हाइब्रीड),kg,30,40,35
799,2025-06-09,भन्टा लाम्चो,kg,18,25,21
800,2025-06-09,भन्टा डल्लो,kg,25,35,30
801,2025-06-09,बोडी(तने),kg,40,50,43
802,2025-06-09,मकै बोडी,kg,60,70,65
803,2025-06-09,मटरकोशा,kg,130,150,140
804,2025-06-09,घिउ सिमी(लोकल),kg,40,50,45
805,2025-06-09,घिउ सिमी(हाइब्रीड),kg,40,50,45
806,2025-06-09,घिउ सिमी(राजमा),kg,100,120,110
807,2025-06-09,भटमासकोशा,kg,120,140,130
808,2025-06-09,तितो करेला,kg,40,50,46
809,2025-06-09,लौका,kg,30,40,36
810,2025-06-09,परवर(लोकल),kg,40,50,44
811,2025-06-09,परवर(तराई),kg,40,50,44
812,2025-06-09,चिचिण्डो,kg,20,30,25
813,2025-06-09,घिरौला,kg,40,50,44
814,2025-06-09,झिगूनी,kg,50,60,55
815,2025-06-09,फर्सी पाकेको,kg,35,45,40
816,2025-06-09,फर्सी हरियो(लाम्चो),kg,25,30,27
817,2025-06-09,हरियो फर्सी(डल्लो),kg,15,25,20
818,2025-06-09,भिण्डी,kg,35,45,39
819,2025-06-09,सखरखण्ड,kg,60,70,65
820,2025-06-09,पिंडालू,kg,100,120,110
821,2025-06-09,स्कूस,kg,60,70,65
822,2025-06-09,रायो साग,kg,30,40,36
823,2025-06-09,पालूगो साग,kg,35,45,41
824,2025-06-09,तोरीको साग,kg,20,25,22
825,2025-06-09,प्याज हरियो,kg,50,60,56
826,2025-06-09,च्याउ(कन्य),kg,180,200,191
827,2025-06-09,च्याउ(डल्ले),kg,300,350,325
828,2025-06-09,कुरीलो,kg,200,350,295
829,2025-06-09,न्यूरो,kg,20,30,25
830,2025-06-09,ब्रोकाउली,kg,75,85,78
831,2025-06-09,चुकुन्दर,kg,70,80,75
832,2025-06-09,रातो बन्दा,kg,60,70,64
833,2025-06-09,जिरीको साग,kg,80,90,84
834,2025-06-09,ग्याठ कोबी,kg,50,60,55
835,2025-06-09,सेलरी,kg,110,120,115
836,2025-06-09,पार्सले,kg,300,400,350
837,2025-06-09,सौफको साग,kg,80,100,91
838,2025-06-09,पुदीना,kg,100,110,105
839,2025-06-09,गान्टे मूला,kg,40,50,46
840,2025-06-09,इमली,kg,160,170,165
841,2025-06-09,तामा,kg,90,100,96
842,2025-06-09,तोफु,kg,110,140,126
843,2025-06-09,गुन्दुक,kg,300,350,326
844,2025-06-09,स्याउ(झोले),kg,230,250,240
845,2025-06-09,स्याउ(फूजी),kg,240,300,272
846,2025-06-09,केरा,dozen,140,150,145
847,2025-06-09,कागती,kg,165,185,173
848,2025-06-09,अनार,kg,300,350,325
849,2025-06-09,आँप(मालदह),kg,55,65,60
850,2025-06-09,आँप(दसहरी),kg,65,75,68
851,2025-06-09,अंगुर(हरियो),kg,200,250,226
852,2025-06-09,अंगुर(कालो),kg,300,350,326
853,2025-06-09,तरबुजा(हरियो),kg,30,40,36
854,2025-06-09,मौसम,kg,180,200,190
855,2025-06-09,जुनार,kg,200,250,226
856,2025-06-09,भुई कटहर,per piece,160,180,170
857,2025-06-09,काक्रो(लोकल),kg,45,55,50
858,2025-06-09,काक्रो(हाइब्रीड),kg,10,20,15
859,2025-06-09,रुख कटहर,kg,55,65,60
860,2025-06-09,मेवा(नेपाली),kg,100,110,105
861,2025-06-09,लीच्ची(लोकल),kg,120,140,130
862,2025-06-09,लीच्ची(भारतीय),kg,200,220,210
863,2025-06-09,अदुवा,kg,90,110,100
864,2025-06-09,खु्र्सानी सुकेको,kg,380,420,400
865,2025-06-09,खु्र्सानी हरियो,kg,30,40,35
866,2025-06-09,खुर्सानी हरियो(बुलेट),kg,25,35,30
867,2025-06-09,खुर्सानी हरियो(अकबरे),kg,260,300,280
868,2025-06-09,भेडे खु्र्सानी,kg,90,100,95
869,2025-06-09,हरियो धनिया,kg,22,30,26
870,2025-06-09,लसुन सुकेको चाइनिज,kg,200,220,210
871,2025-06-09,लसुन सुकेको नेपाली,kg,170,180,175
872,2025-06-09,छ्यापी सुकेको,kg,180,200,191
873,2025-06-09,छ्यापी हरियो,kg,100,120,111
874,2025-06-09,ताजा माछा(रहु),kg,310,330,320
875,2025-06-09,ताजा माछा(बचुवा),kg,300,320,310
876,2025-06-09,ताजा माछा(छडी),kg,220,240,230
877,2025-06-09,राजा च्याउ,kg,280,300,290
878,2025-06-09,सिताके च्याउ,kg,800,900,851
879,2025-06-10,गोलभेडा ठूलो(नेपाली),kg,100,110,105
880,2025-06-10,गोलभेडा ठूलो(भारतीय),kg,70,80,75
881,2025-06-10,गोलभेडा सानो(लोकल),kg,75,85,78
882,2025-06-10,गोलभेडा सानो(टनेल),kg,85,95,88
883,2025-06-10,गोलभेडा सानो(भारतीय),kg,40,50,46
884,2025-06-10,आलु रातो,kg,35,40,38
885,2025-06-10,आलु रातो(भारतीय),kg,32,35,33
886,2025-06-10,आलु रातो(मुडे),kg,38,40,39
887,2025-06-10,प्याज सुकेको (भारतीय),kg,38,40,39
888,2025-06-10,गाजर(लोकल),kg,60,70,66
889,2025-06-10,गाजर(तराई),kg,40,50,45
890,2025-06-10,बन्दा(लोकल),kg,16,22,19
891,2025-06-10,काउली स्थानिय,kg,65,75,69
892,2025-06-10,मूला सेतो(लोकल),kg,28,34,31
893,2025-06-10,सेतो मूला(हाइब्रीड),kg,25,35,30
894,2025-06-10,भन्टा लाम्चो,kg,25,30,27
895,2025-06-10,भन्टा डल्लो,kg,30,40,35
896,2025-06-10,बोडी(तने),kg,40,50,46
897,2025-06-10,मकै बोडी,kg,60,70,65
898,2025-06-10,मटरकोशा,kg,130,150,140
899,2025-06-10,घिउ सिमी(लोकल),kg,40,50,46
900,2025-06-10,घिउ सिमी(हाइब्रीड),kg,40,50,46
901,2025-06-10,घिउ सिमी(राजमा),kg,100,120,108
902,2025-06-10,भटमासकोशा,kg,120,140,131
903,2025-06-10,तितो करेला,kg,45,55,50
904,2025-06-10,लौका,kg,35,45,40
905,2025-06-10,परवर(लोकल),kg,45,55,48
906,2025-06-10,परवर(तराई),kg,45,55,49
907,2025-06-10,चिचिण्डो,kg,30,40,36
908,2025-06-10,घिरौला,kg,40,50,44
909,2025-06-10,झिगूनी,kg,50,60,55
910,2025-06-10,फर्सी पाकेको,kg,35,45,40
911,2025-06-10,फर्सी हरियो(लाम्चो),kg,30,38,34
912,2025-06-10,हरियो फर्सी(डल्लो),kg,22,30,26
913,2025-06-10,भिण्डी,kg,35,45,38
914,2025-06-10,सखरखण्ड,kg,60,70,65
915,2025-06-10,पिंडालू,kg,100,120,110
916,2025-06-10,स्कूस,kg,60,70,65
917,2025-06-10,रायो साग,kg,30,40,36
918,2025-06-10,पालूगो साग,kg,35,45,41
919,2025-06-10,तोरीको साग,kg,20,25,22
920,2025-06-10,प्याज हरियो,kg,25,35,30
921,2025-06-10,च्याउ(कन्य),kg,160,180,170
922,2025-06-10,च्याउ(डल्ले),kg,300,350,326
923,2025-06-10,कुरीलो,kg,200,300,267
924,2025-06-10,न्यूरो,kg,20,30,25
925,2025-06-10,ब्रोकाउली,kg,80,90,85
926,2025-06-10,चुकुन्दर,kg,70,80,75
927,2025-06-10,रातो बन्दा,kg,60,70,65
928,2025-06-10,जिरीको साग,kg,80,90,85
929,2025-06-10,ग्याठ कोबी,kg,50,60,55
930,2025-06-10,सेलरी,kg,110,120,115
931,2025-06-10,सौफको साग,kg,80,100,90
932,2025-06-10,पुदीना,kg,100,110,105
933,2025-06-10,गान्टे मूला,kg,40,50,45
934,2025-06-10,इमली,kg,160,170,165
935,2025-06-10,तामा,kg,90,100,95
936,2025-06-10,तोफु,kg,110,140,126
937,2025-06-10,गुन्दुक,kg,300,350,326
938,2025-06-10,स्याउ(झोले),kg,230,250,240
939,2025-06-10,स्याउ(फूजी),kg,240,300,271
940,2025-06-10,केरा,dozen,140,150,145
941,2025-06-10,कागती,kg,160,180,168
942,2025-06-10,अनार,kg,300,350,326
943,2025-06-10,आँप(मालदह),kg,55,65,60
944,2025-06-10,आँप(दसहरी),kg,65,75,68
945,2025-06-10,अंगुर(हरियो),kg,200,250,226
946,2025-06-10,अंगुर(कालो),kg,300,350,326
947,2025-06-10,तरबुजा(हरियो),kg,30,40,35
948,2025-06-10,मौसम,kg,180,200,190
949,2025-06-10,जुनार,kg,200,250,226
950,2025-06-10,भुई कटहर,per piece,160,180,170
951,2025-06-10,काक्रो(लोकल),kg,50,60,54
952,2025-06-10,काक्रो(हाइब्रीड),kg,10,20,16
953,2025-06-10,रुख कटहर,kg,55,65,60
954,2025-06-10,मेवा(भारतीय),kg,100,110,105
955,2025-06-10,लीच्ची(लोकल),kg,120,140,131
956,2025-06-10,लीच्ची(भारतीय),kg,200,220,208
957,2025-06-10,अदुवा,kg,90,110,100
958,2025-06-10,खु्र्सानी सुकेको,kg,380,420,400
959,2025-06-10,खु्र्सानी हरियो,kg,30,40,36
960,2025-06-10,खुर्सानी हरियो(बुलेट),kg,30,40,33
961,2025-06-10,खुर्सानी हरियो(माछे),kg,50,60,55
962,2025-06-10,खुर्सानी हरियो(अकबरे),kg,260,300,276
963,2025-06-10,भेडे खु्र्सानी,kg,100,110,103
964,2025-06-10,हरियो धनिया,kg,22,30,26
965,2025-06-10,लसुन सुकेको चाइनिज,kg,200,220,210
966,2025-06-10,लसुन सुकेको नेपाली,kg,170,180,173
967,2025-06-10,छ्यापी सुकेको,kg,180,200,190
968,2025-06-10,छ्यापी हरियो,kg,100,120,110
969,2025-06-10,ताजा माछा(रहु),kg,310,330,320
970,2025-06-10,ताजा माछा(बचुवा),kg,300,320,310
971,2025-06-10,ताजा माछा(छडी),kg,220,240,230
972,2025-06-10,राजा च्याउ,kg,280,300,290
973,2025-06-10,सिताके च्याउ,kg,800,900,852
974,2025-06-11,गोलभेडा ठूलो(नेपाली),kg,100,110,104
975,2025-06-11,गोलभेडा ठूलो(भारतीय),kg,100,110,104
976,2025-06-11,गोलभेडा सानो(लोकल),kg,70,80,75
977,2025-06-11,गोलभेडा सानो(टनेल),kg,80,100,86
978,2025-06-11,आलु रातो,kg,35,40,37
979,2025-06-11,आलु रातो(भारतीय),kg,32,35,33
980,2025-06-11,आलु रातो(मुडे),kg,36,38,37
981,2025-06-11,प्याज सुकेको (भारतीय),kg,40,42,41
982,2025-06-11,गाजर(लोकल),kg,60,70,65
983,2025-06-11,गाजर(तराई),kg,40,50,43
