1,2018122601003648,CEFL,5,17,300,111,33300.00,2018-12-26 01:00:00.364800
2,2018122401005269,CEFL,41,17,300,111,33300.00,2018-12-24 01:00:00.526900
3,2018122001003008,CEFL,41,7,162,109,17658.00,2018-12-20 01:00:00.300800
4,2018122001002942,CEFL,41,58,30,107,3210.00,2018-12-20 01:00:00.294200
5,2018122001002938,CEFL,41,54,100,107,10700.00,2018-12-20 01:00:00.293800
6,2018121801004886,CEFL,41,44,1000,107,107000.00,2018-12-18 01:00:00.488600
7,2018121101000671,CEFL,41,51,500,109,54500.00,2018-12-11 01:00:00.067100
8,2018121101000663,CEFL,41,51,240,109,26160.00,2018-12-11 01:00:00.066300
9,2018120601002925,CEFL,42,54,50,109,5450.00,2018-12-06 01:00:00.292500
10,2018120501000006,CEFL,32,32,30,111,3330.00,2018-12-05 01:00:00.000600
11,2018112901001409,CEFL,41,42,1000,109,109000.00,2018-11-29 01:00:00.140900
12,2018112901001408,CEFL,41,43,50,107,5350.00,2018-11-29 01:00:00.140800
13,2018112601002646,CEFL,59,42,10,107,1070.00,2018-11-26 01:00:00.264600
14,2018112601002083,CEFL,59,42,10,107,1070.00,2018-11-26 01:00:00.208300
15,2018112601001420,CEFL,59,42,10,107,1070.00,2018-11-26 01:00:00.142000
16,2018112601000859,CEFL,59,42,10,107,1070.00,2018-11-26 01:00:00.085900
17,201811016642595,CEFL,41,37,200,107,21400.00,2018-11-01 06:06:00.425950
18,201811016640806,CEFL,26,37,10,107,1070.00,2018-11-01 06:06:00.408060
19,201810316637117,CEFL,47,22,100,105,10500.00,2018-10-31 06:06:00.371170
20,201810306632998,CEFL,41,32,100,105,10500.00,2018-10-30 06:06:00.329980
21,201810286625663,CEFL,51,51,200,105,21000.00,2018-10-28 06:06:00.256630
22,201810246616408,CEFL,5,42,100,106,10600.00,2018-10-24 06:06:00.164080
23,201810246614731,CEFL,41,32,198,104,20592.00,2018-10-24 06:06:00.147310
24,201810246613831,CEFL,17,32,100,104,10400.00,2018-10-24 06:06:00.138310
25,201810236611367,CEFL,43,7,100,106,10600.00,2018-10-23 06:06:00.113670
26,201810236611253,CEFL,48,48,200,105,21000.00,2018-10-23 06:06:00.112530
27,201810116595096,CEFL,41,21,120,104,12480.00,2018-10-11 06:59:00.509600
28,201810116593314,CEFL,41,42,100,106,10600.00,2018-10-11 06:59:00.331400
29,201810106590450,CEFL,41,58,371,104,38584.00,2018-10-10 06:59:00.045000
30,201810106590223,CEFL,41,58,570,106,60420.00,2018-10-10 06:59:00.022300
31,201810106590180,CEFL,41,58,30,108,3240.00,2018-10-10 06:59:00.018000
32,201810106590181,CEFL,41,58,470,108,50760.00,2018-10-10 06:59:00.018100
33,201810106590202,CEFL,41,58,430,106,45580.00,2018-10-10 06:59:00.020200
34,201810036563658,CEFL,21,58,40,110,4400.00,2018-10-03 06:56:00.365800
35,201810036563605,CEFL,21,58,30,110,3300.00,2018-10-03 06:56:00.360500
36,201810036563610,CEFL,21,58,30,110,3300.00,2018-10-03 06:56:00.361000
37,201810036563569,CEFL,5,29,30,112,3360.00,2018-10-03 06:56:00.356900
38,201809306550125,CEFL,43,58,40,110,4400.00,2018-09-30 06:55:00.012500
39,201809276540861,CEFL,5,17,60,112,6720.00,2018-09-27 06:54:00.086100
40,201809266530330,CEFL,6,52,300,110,33000.00,2018-09-26 06:53:00.033000
41,201809266530331,CEFL,11,52,50,110,5500.00,2018-09-26 06:53:00.033100
42,201809266529090,CEFL,11,42,100,110,11000.00,2018-09-26 06:52:00.909000
43,201809236516447,CEFL,58,42,100,108,10800.00,2018-09-23 06:51:00.644700
44,201809236516415,CEFL,11,42,100,106,10600.00,2018-09-23 06:51:00.641500
45,201809206507734,CEFL,11,4,10,104,1040.00,2018-09-20 06:50:00.773400
46,201809206505958,CEFL,51,42,100,102,10200.00,2018-09-20 06:50:00.595800
47,201809206505743,CEFL,58,26,1040,100,104000.00,2018-09-20 06:50:00.574300
48,201809206505733,CEFL,39,26,100,101,10100.00,2018-09-20 06:50:00.573300
49,201809186504284,CEFL,52,42,400,103,41200.00,2018-09-18 06:50:00.428400
50,201809186504141,CEFL,52,26,100,103,10300.00,2018-09-18 06:50:00.414100
51,201809186503917,CEFL,17,55,100,103,10300.00,2018-09-18 06:50:00.391700
52,201809186503765,CEFL,17,42,500,104,52000.00,2018-09-18 06:50:00.376500
53,201809186502568,CEFL,14,42,190,103,19570.00,2018-09-18 06:50:00.256800
54,201809186502569,CEFL,49,42,100,103,10300.00,2018-09-18 06:50:00.256900
55,201809186500801,CEFL,14,47,10,103,1030.00,2018-09-18 06:50:00.080100
56,201809186499892,CEFL,25,57,790,101,79790.00,2018-09-18 06:49:00.989200
57,201809176499193,CEFL,17,21,60,101,6060.00,2018-09-17 06:49:00.919300
58,201809176499087,CEFL,49,21,100,101,10100.00,2018-09-17 06:49:00.908700
59,201809176498840,CEFL,25,4,420,102,42840.00,2018-09-17 06:49:00.884000
60,201809176498841,CEFL,7,4,100,102,10200.00,2018-09-17 06:49:00.884100
61,201809176498842,CEFL,13,4,70,102,7140.00,2018-09-17 06:49:00.884200
62,201809176498843,CEFL,26,4,50,100,5000.00,2018-09-17 06:49:00.884300
63,201809176493934,CEFL,25,21,80,102,8160.00,2018-09-17 06:49:00.393400
64,201809136479518,CEFL,49,42,160,103,16480.00,2018-09-13 06:47:00.951800
65,201809136479519,CEFL,39,42,200,102,20400.00,2018-09-13 06:47:00.951900
66,201809136478466,CEFL,49,45,40,103,4120.00,2018-09-13 06:47:00.846600
67,201809126474849,CEFL,42,11,1000,104,104000.00,2018-09-12 06:47:00.484900
68,201809126474831,CEFL,35,11,50,105,5250.00,2018-09-12 06:47:00.483100
69,201809126473984,CEFL,26,26,30,107,3210.00,2018-09-12 06:47:00.398400
70,201809126472347,CEFL,5,22,50,106,5300.00,2018-09-12 06:47:00.234700
71,201809116468578,CEFL,42,21,50,108,5400.00,2018-09-11 06:46:00.857800
72,201809106465817,CEFL,35,58,50,110,5500.00,2018-09-10 06:46:00.581700
73,201809106465703,CEFL,1,34,100,110,11000.00,2018-09-10 06:46:00.570300
74,201809096460064,CEFL,37,5,100,112,11200.00,2018-09-09 06:46:00.006400
75,201809056444078,CEFL,56,21,100,114,11400.00,2018-09-05 06:44:00.407800
76,201809056443636,CEFL,4,4,10,116,1160.00,2018-09-05 06:44:00.363600
77,201809036434994,CEFL,45,34,500,114,57000.00,2018-09-03 06:43:00.499400
78,201809026429555,CEFL,42,34,15,112,1680.00,2018-09-02 06:42:00.955500
79,201808306426196,CEFL,4,4,10,110,1100.00,2018-08-30 06:42:00.619600
80,201808286419442,CEFL,42,47,300,108,32400.00,2018-08-28 06:41:00.944200
81,201808216406537,CEFL,1,50,70,110,7700.00,2018-08-21 06:40:00.653700
82,201808166394545,CEFL,38,58,200,112,22400.00,2018-08-16 06:39:00.454500
83,201808156387740,CEFL,19,42,114,114,12996.00,2018-08-15 06:38:00.774000
84,201808156387137,CEFL,56,25,100,112,11200.00,2018-08-15 06:38:00.713700
85,201808156386222,CEFL,5,47,27,110,2970.00,2018-08-15 06:38:00.622200
86,201808146384531,CEFL,5,58,20,108,2160.00,2018-08-14 06:38:00.453100
87,201808146384424,CEFL,7,58,300,106,31800.00,2018-08-14 06:38:00.442400
88,201808146384181,CEFL,7,58,100,104,10400.00,2018-08-14 06:38:00.418100
89,201808146384031,CEFL,5,26,490,102,49980.00,2018-08-14 06:38:00.403100
90,201808146383965,CEFL,5,26,50,104,5200.00,2018-08-14 06:38:00.396500
91,201808126376437,CEFL,1,54,120,102,12240.00,2018-08-12 06:37:00.643700
92,201808096373650,CEFL,1,58,100,103,10300.00,2018-08-09 06:37:00.365000
93,201808096370498,CEFL,5,47,200,101,20200.00,2018-08-09 06:37:00.049800
94,201808096370480,CEFL,5,47,100,101,10100.00,2018-08-09 06:37:00.048000
95,201808086368455,CEFL,5,22,100,103,10300.00,2018-08-08 06:36:00.845500
96,201808066362457,CEFL,5,44,100,105,10500.00,2018-08-06 06:36:00.245700
97,201808066362273,CEFL,17,44,20,108,2160.00,2018-08-06 06:36:00.227300
98,201808066362274,CEFL,6,44,60,107,6420.00,2018-08-06 06:36:00.227400
99,201808066362179,CEFL,6,43,60,107,6420.00,2018-08-06 06:36:00.217900
100,201808066362015,CEFL,6,43,30,107,3210.00,2018-08-06 06:36:00.201500
101,201808066360489,CEFL,37,46,100,107,10700.00,2018-08-06 06:36:00.048900
102,201808066360490,CEFL,22,46,100,107,10700.00,2018-08-06 06:36:00.049000
103,201808056360171,CEFL,4,39,150,123,18450.00,2018-08-05 06:36:00.017100
104,201808056360010,CEFL,4,47,200,123,24600.00,2018-08-05 06:36:00.001000
105,201808056359980,CEFL,4,26,150,122,18300.00,2018-08-05 06:35:00.998000
106,201808056359981,CEFL,4,7,200,122,24400.00,2018-08-05 06:35:00.998100
107,201808056359929,CEFL,4,58,730,122,89060.00,2018-08-05 06:35:00.992900
108,201808056359838,CEFL,4,51,50,120,6000.00,2018-08-05 06:35:00.983800
109,201808056359749,CEFL,4,58,40,118,4720.00,2018-08-05 06:35:00.974900
110,201808056359625,CEFL,5,58,20,116,2320.00,2018-08-05 06:35:00.962500
111,201808056359584,CEFL,46,58,10,114,1140.00,2018-08-05 06:35:00.958400
112,201808056359491,CEFL,4,58,10,112,1120.00,2018-08-05 06:35:00.949100
113,201808056359492,CEFL,4,42,470,112,52640.00,2018-08-05 06:35:00.949200
114,201808056359302,CEFL,5,10,880,110,96800.00,2018-08-05 06:35:00.930200
115,201808056359303,CEFL,5,47,200,110,22000.00,2018-08-05 06:35:00.930300
116,201808056359202,CEFL,42,10,30,110,3300.00,2018-08-05 06:35:00.920200
117,201808056359170,CEFL,17,10,30,109,3270.00,2018-08-05 06:35:00.917000
118,201808056359172,CEFL,4,10,1000,108,108000.00,2018-08-05 06:35:00.917200
