1,201712315657351,LEMF,6,29,500,9.62,4810.00,2017-12-31 05:06:00.573510
2,201712315657148,LEMF,6,5,5000,9.6,48000.00,2017-12-31 05:06:00.571480
3,201712285646431,LEMF,29,37,1000,9.8,9800.00,2017-12-28 05:06:00.464310
4,201712275638938,LEMF,6,17,1000,9.8,9800.00,2017-12-27 05:06:00.389380
5,201712275638918,LEMF,6,17,1000,9.8,9800.00,2017-12-27 05:06:00.389180
6,201712215624179,LEMF,1,1,5000,9.99,49950.00,2017-12-21 05:06:00.241790
7,201712215624180,LEMF,1,1,5000,9.99,49950.00,2017-12-21 05:06:00.241800
8,201712205619712,LEMF,45,45,4000,9.99,39960.00,2017-12-20 05:06:00.197120
9,201712205618672,LEMF,20,45,1000,10,10000.00,2017-12-20 05:06:00.186720
10,201712205618258,LEMF,20,33,2000,10,20000.00,2017-12-20 05:06:00.182580
11,201712195615483,LEMF,45,14,1100,9.8,10780.00,2017-12-19 05:06:00.154830
12,201712195615449,LEMF,35,46,7000,9.82,68740.00,2017-12-19 05:06:00.154490
13,201712195615224,LEMF,19,46,1100,9.84,10824.00,2017-12-19 05:06:00.152240
14,201712195613873,LEMF,41,58,1500,9.81,14715.00,2017-12-19 05:06:00.138730
15,201712195613037,LEMF,45,48,3000,9.8,29400.00,2017-12-19 05:06:00.130370
16,201712175605249,LEMF,40,58,100,9.81,981.00,2017-12-17 05:06:00.052490
17,201712175602775,LEMF,28,46,5000,10,50000.00,2017-12-17 05:06:00.027750
18,201712135594507,LEMF,35,54,1500,9.9,14850.00,2017-12-13 05:59:00.450700
19,201712135594491,LEMF,22,54,2000,9.9,19800.00,2017-12-13 05:59:00.449100
20,201712125588565,LEMF,8,17,5000,9.78,48900.00,2017-12-12 05:58:00.856500
21,201712125588478,LEMF,34,17,2000,9.78,19560.00,2017-12-12 05:58:00.847800
22,201712115586000,LEMF,10,1,2500,9.84,24600.00,2017-12-11 05:58:00.600000
23,201712115585677,LEMF,59,36,1500,9.82,14730.00,2017-12-11 05:58:00.567700
24,201712065575324,LEMF,13,36,500,9.95,4975.00,2017-12-06 05:57:00.532400
25,201712065575286,LEMF,13,36,2000,9.95,19900.00,2017-12-06 05:57:00.528600
26,201712065572601,LEMF,6,58,500,9.9,4950.00,2017-12-06 05:57:00.260100
27,201712065572602,LEMF,38,58,1000,9.87,9870.00,2017-12-06 05:57:00.260200
28,201712065571545,LEMF,6,58,1500,9.85,14775.00,2017-12-06 05:57:00.154500
29,201712065571560,LEMF,6,58,1500,9.85,14775.00,2017-12-06 05:57:00.156000
30,201712055569196,LEMF,11,11,1000,10.05,10050.00,2017-12-05 05:56:00.919600
31,201712055569197,LEMF,11,11,1000,10.05,10050.00,2017-12-05 05:56:00.919700
32,201712055569198,LEMF,11,11,3000,10.05,30150.00,2017-12-05 05:56:00.919800
33,201711305553787,LEMF,35,33,3000,10.1,30300.00,2017-11-30 05:55:00.378700
34,201711285544526,LEMF,35,33,2000,10.15,20300.00,2017-11-28 05:54:00.452600
35,201711285543802,LEMF,1,54,5000,10.15,50750.00,2017-11-28 05:54:00.380200
36,201711285542428,LEMF,42,7,500,10,5000.00,2017-11-28 05:54:00.242800
37,201711285541313,LEMF,57,41,2000,10,20000.00,2017-11-28 05:54:00.131300
38,201711275538218,LEMF,53,25,1500,9.85,14775.00,2017-11-27 05:53:00.821800
39,201711275537547,LEMF,51,55,2500,10.05,25125.00,2017-11-27 05:53:00.754700
40,201711265531689,LEMF,17,55,1000,10.1,10100.00,2017-11-26 05:53:00.168900
41,201711265531329,LEMF,51,54,2500,10.05,25125.00,2017-11-26 05:53:00.132900
42,201711235527244,LEMF,35,33,500,10.1,5050.00,2017-11-23 05:52:00.724400
43,201711235527192,LEMF,34,19,1200,9.9,11880.00,2017-11-23 05:52:00.719200
44,201711235527197,LEMF,34,19,500,9.9,4950.00,2017-11-23 05:52:00.719700
45,201711235524781,LEMF,22,25,1000,10,10000.00,2017-11-23 05:52:00.478100
46,201711225522060,LEMF,33,43,700,10.1,7070.00,2017-11-22 05:52:00.206000
47,201711225521941,LEMF,13,26,5000,9.9,49500.00,2017-11-22 05:52:00.194100
48,201711225521287,LEMF,59,39,1000,9.86,9860.00,2017-11-22 05:52:00.128700
49,201711225521128,LEMF,50,39,1000,9.85,9850.00,2017-11-22 05:52:00.112800
50,201711225521047,LEMF,50,39,1000,9.85,9850.00,2017-11-22 05:52:00.104700
51,201711225520980,LEMF,50,39,1000,9.85,9850.00,2017-11-22 05:52:00.098000
52,201711225520229,LEMF,16,34,2000,9.85,19700.00,2017-11-22 05:52:00.022900
53,201711225520230,LEMF,16,34,2000,9.85,19700.00,2017-11-22 05:52:00.023000
54,201711215516445,LEMF,50,34,2000,9.9,19800.00,2017-11-21 05:51:00.644500
55,201711215516446,LEMF,50,34,2000,9.9,19800.00,2017-11-21 05:51:00.644600
56,201711215516447,LEMF,50,34,2000,9.9,19800.00,2017-11-21 05:51:00.644700
57,201711215516448,LEMF,50,34,2000,9.9,19800.00,2017-11-21 05:51:00.644800
