1,2019040301000917,GHL,34,42,30,185,5550.00,2019-04-03 01:00:00.091700
2,2019031701004925,GHL,58,47,10,194,1940.00,2019-03-17 01:00:00.492500
3,2019031701004924,GHL,58,29,20,194,3880.00,2019-03-17 01:00:00.492400
4,2019030701001608,GHL,51,42,30,204,6120.00,2019-03-07 01:00:00.160800
5,2019030601000299,GHL,46,42,30,214,6420.00,2019-03-06 01:00:00.029900
6,2019030601000022,GHL,29,42,30,218,6540.00,2019-03-06 01:00:00.002200
7,2019030501002833,GHL,49,42,30,229,6870.00,2019-03-05 01:00:00.283300
8,2019030301003903,GHL,58,58,30,241,7230.00,2019-03-03 01:00:00.390300
9,2019022401000336,GHL,56,42,30,253,7590.00,2019-02-24 01:00:00.033600
10,2019022101000002,GHL,46,42,30,266,7980.00,2019-02-21 01:00:00.000200
11,2019021801000127,GHL,57,58,30,280,8400.00,2019-02-18 01:00:00.012700
12,2019021801000027,GHL,38,55,30,285,8550.00,2019-02-18 01:00:00.002700
