1,206695,BNL,10,10,600,700,420000.00,206695
2,206694,BNL,10,10,600,700,420000.00,206694
3,190367,BNL,19,19,375,87,32625.00,190367
4,190366,BNL,19,19,1400,87,121800.00,190366
5,190365,BNL,19,19,74,87,6438.00,190365
6,190364,BNL,19,19,116,87,10092.00,190364
1,371871,BNL,10,10,50,635,31750.00,371871
2,353097,BNL,10,10,50,605,30250.00,353097
3,352583,BNL,10,10,50,581,29050.00,352583
4,344477,BNL,25,25,50,554,27700.00,344477
5,323739,BNL,7,7,1913056,536,1025398016.00,323739
6,323327,BNL,7,32,10,528,5280.00,323327
7,323326,BNL,25,32,10,518,5180.00,323326
8,323325,BNL,7,32,10,508,5080.00,323325
9,323324,BNL,7,32,10,499,4990.00,323324
10,323323,BNL,7,32,10,490,4900.00,323323
11,323322,BNL,7,32,10,481,4810.00,323322
12,323321,BNL,7,32,10,472,4720.00,323321
13,323320,BNL,7,32,10,463,4630.00,323320
14,323319,BNL,7,32,10,454,4540.00,323319
15,323318,BNL,7,32,10,446,4460.00,323318
16,323317,BNL,7,32,10,438,4380.00,323317
17,323316,BNL,7,32,10,430,4300.00,323316
18,323315,BNL,7,32,10,422,4220.00,323315
19,323314,BNL,7,32,10,414,4140.00,323314
20,323313,BNL,7,32,10,406,4060.00,323313
21,323274,BNL,7,7,10,389,3890.00,323274
22,323256,BNL,7,32,10,382,3820.00,323256
23,323255,BNL,7,32,10,375,3750.00,323255
24,323254,BNL,7,32,10,368,3680.00,323254
25,323170,BNL,7,32,10,361,3610.00,323170
26,323169,BNL,7,32,10,354,3540.00,323169
27,323117,BNL,7,32,10,347,3470.00,323117
28,323116,BNL,7,32,10,341,3410.00,323116
29,322707,BNL,7,7,10,325,3250.00,322707
30,322388,BNL,32,32,33,315,10395.00,322388
31,322387,BNL,32,32,90,315,28350.00,322387
32,322033,BNL,7,32,90,300,27000.00,322033
1,200803180067203,BNL,17,17,1200,700,840000.00,2008-03-18 00:06:00.720300
1,201111280989597,BNL,17,17,127,1690,214630.00,2011-11-28 09:08:00.959700
2,201110100946532,BNL,17,17,14,1690,23660.00,2011-10-10 09:46:00.532000
3,201108300920873,BNL,17,17,30,1690,50700.00,2011-08-30 09:20:00.873000
4,201108300920872,BNL,17,17,70,1690,118300.00,2011-08-30 09:20:00.872000
5,201108300920871,BNL,17,17,100,1690,169000.00,2011-08-30 09:20:00.871000
6,201108180912176,BNL,17,17,10,1690,16900.00,2011-08-18 09:12:00.176000
7,201108160909861,BNL,17,17,220,1690,371800.00,2011-08-16 09:09:00.861000
8,201108160909860,BNL,17,17,30,1690,50700.00,2011-08-16 09:09:00.860000
9,201108100906732,BNL,17,17,250,1690,422500.00,2011-08-10 09:06:00.732000
10,201108040901481,BNL,17,17,70,1690,118300.00,2011-08-04 09:01:00.481000
11,201108040901460,BNL,17,17,250,1690,422500.00,2011-08-04 09:01:00.460000
12,201107170887442,BNL,17,17,428755,1691,725024705.00,2011-07-17 08:08:00.744200
13,201107170887397,BNL,17,17,50,1700,85000.00,2011-07-17 08:08:00.739700
14,201107140886249,BNL,17,19,12,1729,20748.00,2011-07-14 08:08:00.624900
15,201107140886237,BNL,17,19,18,1764,31752.00,2011-07-14 08:08:00.623700
16,201107140886202,BNL,17,19,30,1799,53970.00,2011-07-14 08:08:00.620200
17,201107130885872,BNL,17,19,20,1835,36700.00,2011-07-13 08:08:00.587200
18,201107130885871,BNL,17,19,30,1871,56130.00,2011-07-13 08:08:00.587100
19,201107130885865,BNL,22,19,23,1909,43907.00,2011-07-13 08:08:00.586500
20,201107110883806,BNL,17,16,10,1872,18720.00,2011-07-11 08:08:00.380600
21,201107110883785,BNL,17,16,10,1841,18410.00,2011-07-11 08:08:00.378500
22,201107110883772,BNL,17,16,10,1805,18050.00,2011-07-11 08:08:00.377200
23,201107110883751,BNL,17,16,10,1770,17700.00,2011-07-11 08:08:00.375100
24,201107110883719,BNL,17,16,10,1736,17360.00,2011-07-11 08:08:00.371900
25,201107100882764,BNL,17,16,50,1702,85100.00,2011-07-10 08:08:00.276400
26,201107100882762,BNL,17,16,50,1674,83700.00,2011-07-10 08:08:00.276200
27,201107100882756,BNL,16,16,200,1642,328400.00,2011-07-10 08:08:00.275600
28,201107100882745,BNL,17,16,50,1642,82100.00,2011-07-10 08:08:00.274500
29,201107100882733,BNL,17,16,50,1610,80500.00,2011-07-10 08:08:00.273300
30,201107100882723,BNL,16,16,100,1579,157900.00,2011-07-10 08:08:00.272300
31,201107100882719,BNL,17,16,50,1578,78900.00,2011-07-10 08:08:00.271900
32,201107050878914,BNL,17,16,10,1548,15480.00,2011-07-05 08:07:00.891400
33,201107050878911,BNL,17,16,10,1518,15180.00,2011-07-05 08:07:00.891100
34,201106300876140,BNL,17,32,90,1489,134010.00,2011-06-30 08:07:00.614000
35,201106300875978,BNL,17,32,80,1460,116800.00,2011-06-30 08:07:00.597800
36,201106300875292,BNL,17,32,20,1432,28640.00,2011-06-30 08:07:00.529200
37,201106290875245,BNL,17,32,70,1364,95480.00,2011-06-29 08:07:00.524500
38,201106290874741,BNL,17,32,70,1338,93660.00,2011-06-29 08:07:00.474100
39,201106290874375,BNL,17,32,40,1312,52480.00,2011-06-29 08:07:00.437500
40,201106270874371,BNL,17,29,30,1250,37500.00,2011-06-27 08:07:00.437100
41,201106270874339,BNL,17,29,30,1226,36780.00,2011-06-27 08:07:00.433900
42,201106270873969,BNL,17,32,70,1202,84140.00,2011-06-27 08:07:00.396900
43,201106260873680,BNL,19,29,20,1179,23580.00,2011-06-26 08:07:00.368000
44,201106260873420,BNL,19,29,30,1156,34680.00,2011-06-26 08:07:00.342000
45,201106260872651,BNL,17,32,60,1134,68040.00,2011-06-26 08:07:00.265100
46,201106230871901,BNL,19,29,30,1080,32400.00,2011-06-23 08:07:00.190100
47,201106230871496,BNL,17,29,40,1059,42360.00,2011-06-23 08:07:00.149600
48,201106210871277,BNL,17,29,10,1009,10090.00,2011-06-21 08:07:00.127700
49,201106200870381,BNL,17,29,10,990,9900.00,2011-06-20 08:07:00.038100
50,201106200870158,BNL,17,29,20,971,19420.00,2011-06-20 08:07:00.015800
51,201106190868701,BNL,17,29,30,952,28560.00,2011-06-19 08:06:00.870100
52,201106160868437,BNL,17,17,17,907,15419.00,2011-06-16 08:06:00.843700
53,201106150866877,BNL,17,17,10,890,8900.00,2011-06-15 08:06:00.687700
54,201106140866372,BNL,17,17,14,848,11872.00,2011-06-14 08:06:00.637200
55,201106130865395,BNL,17,29,25,832,20800.00,2011-06-13 08:06:00.539500
56,201106120864383,BNL,17,29,10,816,8160.00,2011-06-12 08:06:00.438300
57,201106120864265,BNL,17,29,15,800,12000.00,2011-06-12 08:06:00.426500
58,201106090863574,BNL,19,29,18,785,14130.00,2011-06-09 08:06:00.357400
59,201106090863542,BNL,19,29,12,770,9240.00,2011-06-09 08:06:00.354200
60,201106080862419,BNL,19,17,13,755,9815.00,2011-06-08 08:06:00.241900
61,201106080862367,BNL,19,17,10,741,7410.00,2011-06-08 08:06:00.236700
62,201104260820977,BNL,17,17,428755,727,311704885.00,2011-04-26 08:20:00.977000
1,201209111249666,BNL,56,16,20,1680,33600.00,2012-09-11 12:49:00.666
2,201204121106986,BNL,17,17,600,1690,1014000.00,2012-04-12 11:06:00.986
1,201307151491567,BNL,11,11,60,1680,100800.00,2013-07-15 14:09:00.156700
2,201305261452445,BNL,6,6,10,1680,16800.00,2013-05-26 14:52:00.445000
1,201409102260847,BNL,7,32,72,1660,119520.00,2014-09-10 22:06:00.084700
2,201409102260835,BNL,7,32,10,1660,16600.00,2014-09-10 22:06:00.083500
