1,126106,HBT,7,7,400,3,1200.00,126106
2,125562,HBT,8,8,1000,3,3000.00,125562
3,125561,HBT,8,8,1000,3,3000.00,125561
4,125560,HBT,8,8,5880,3,17640.00,125560
5,125239,HBT,18,15,200,3,600.00,125239
6,125238,HBT,18,15,700,3,2100.00,125238
7,125237,HBT,18,15,800,3,2400.00,125237
8,125236,HBT,18,15,2500,3,7500.00,125236
9,125235,HBT,18,15,2500,3,7500.00,125235
10,125065,HBT,18,18,100,3,300.00,125065
11,125064,HBT,18,18,100,3,300.00,125064
12,124376,HBT,12,28,6200,3,18600.00,124376
13,124159,HBT,15,15,500,3,1500.00,124159
14,124158,HBT,15,15,500,3,1500.00,124158
15,124157,HBT,15,15,1000,3,3000.00,124157
16,124156,HBT,15,15,100,3,300.00,124156
17,124075,HBT,24,25,1000,3,3000.00,124075
18,124025,HBT,16,6,7000,3,21000.00,124025
19,124024,HBT,16,25,2000,3,6000.00,124024
20,123682,HBT,22,11,1000,3,3000.00,123682
21,122344,HBT,15,15,3000,3,9000.00,122344
22,122203,HBT,10,18,1000,3,3000.00,122203
23,122202,HBT,10,6,1000,3,3000.00,122202
24,122181,HBT,20,20,100,3,300.00,122181
25,122180,HBT,20,20,100,3,300.00,122180
26,122179,HBT,20,20,100,3,300.00,122179
27,122178,HBT,20,20,100,3,300.00,122178
28,122177,HBT,20,20,100,3,300.00,122177
29,122176,HBT,20,20,1000,3,3000.00,122176
30,122175,HBT,20,20,1000,3,3000.00,122175
31,121895,HBT,28,28,10000,3,30000.00,121895
32,121651,HBT,5,14,2200,3,6600.00,121651
33,121418,HBT,10,11,100,3,300.00,121418
34,120102,HBT,5,5,100,3,300.00,120102
35,120101,HBT,5,5,100,3,300.00,120101
36,120098,HBT,15,15,534,3,1602.00,120098
37,117588,HBT,32,32,100,3,300.00,117588
38,117587,HBT,32,32,100,3,300.00,117587
39,116788,HBT,32,32,2000,3,6000.00,116788
40,116787,HBT,32,32,2000,3,6000.00,116787
41,115162,HBT,4,32,500,3,1500.00,115162
42,115161,HBT,4,32,500,3,1500.00,115161
43,115160,HBT,4,32,1000,3,3000.00,115160
44,115159,HBT,4,32,1000,3,3000.00,115159
45,115158,HBT,4,32,1000,3,3000.00,115158
46,115157,HBT,4,32,1000,3,3000.00,115157
47,115156,HBT,4,32,1000,3,3000.00,115156
48,115155,HBT,4,32,1000,3,3000.00,115155
49,115118,HBT,4,11,1000,3,3000.00,115118
50,115117,HBT,4,11,880,3,2640.00,115117
51,115116,HBT,4,11,880,3,2640.00,115116
52,115115,HBT,4,11,880,3,2640.00,115115
53,115114,HBT,4,11,880,3,2640.00,115114
54,115113,HBT,4,11,6380,3,19140.00,115113
55,114638,HBT,4,20,3100,3,9300.00,114638
56,114302,HBT,18,18,1000,3,3000.00,114302
57,114106,HBT,18,18,1000,3,3000.00,114106
58,113558,HBT,18,18,300,3,900.00,113558
59,113318,HBT,6,6,10000,3,30000.00,113318
60,110326,HBT,4,26,534,3,1602.00,110326
61,110325,HBT,4,26,2000,3,6000.00,110325
62,109067,HBT,32,32,2160,3,6480.00,109067
63,108973,HBT,4,12,2500,3,7500.00,108973
64,108972,HBT,4,12,1850,3,5550.00,108972
65,108967,HBT,4,28,4400,3,13200.00,108967
66,108966,HBT,4,28,2640,3,7920.00,108966
67,108965,HBT,4,28,3700,3,11100.00,108965
68,108959,HBT,4,20,3600,3,10800.00,108959
69,108725,HBT,10,10,880,3,2640.00,108725
70,106664,HBT,18,10,1000,3,3000.00,106664
71,106602,HBT,26,26,300,3,900.00,106602
72,105866,HBT,18,18,100,3,300.00,105866
73,101477,HBT,18,18,130,3,390.00,101477
74,101476,HBT,18,18,100,3,300.00,101476
75,101475,HBT,18,18,100,3,300.00,101475
76,101474,HBT,18,18,100,3,300.00,101474
77,101473,HBT,18,18,100,3,300.00,101473
78,101472,HBT,18,18,100,3,300.00,101472
79,101471,HBT,18,18,100,3,300.00,101471
80,101470,HBT,18,18,100,3,300.00,101470
81,101207,HBT,18,14,100,3,300.00,101207
82,101206,HBT,18,14,100,3,300.00,101206
83,101205,HBT,18,14,100,3,300.00,101205
84,100598,HBT,6,15,1500,3,4500.00,100598
85,100507,HBT,6,20,1000,3,3000.00,100507
86,100349,HBT,5,5,100,3,300.00,100349
87,100348,HBT,5,5,100,3,300.00,100348
88,100347,HBT,5,5,100,3,300.00,100347
89,100346,HBT,5,5,200,3,600.00,100346
90,100345,HBT,5,5,880,3,2640.00,100345
91,100344,HBT,15,15,1500,3,4500.00,100344
92,100343,HBT,15,15,1500,3,4500.00,100343
93,100106,HBT,15,15,500,3,1500.00,100106
94,100105,HBT,15,15,500,3,1500.00,100105
95,100062,HBT,18,20,500,3,1500.00,100062
96,100041,HBT,15,15,2000,3,6000.00,100041
97,100001,HBT,16,15,10000,3,30000.00,100001
98,99920,HBT,15,15,500,4,2000.00,99920
99,99919,HBT,15,15,500,4,2000.00,99919
100,99818,HBT,18,4,500,3,1500.00,99818
101,99801,HBT,15,15,500,4,2000.00,99801
102,99800,HBT,15,15,1000,4,4000.00,99800
103,99239,HBT,28,14,1000,3,3000.00,99239
104,99238,HBT,28,14,1000,3,3000.00,99238
105,99237,HBT,28,14,4200,3,12600.00,99237
106,98702,HBT,18,18,100,3,300.00,98702
107,98546,HBT,32,29,450,4,1800.00,98546
108,97992,HBT,19,29,200,4,800.00,97992
109,97979,HBT,22,28,500,4,2000.00,97979
110,97977,HBT,22,6,500,4,2000.00,97977
111,97794,HBT,4,15,2000,4,8000.00,97794
112,97793,HBT,5,15,4090,4,16360.00,97793
113,97792,HBT,5,14,5000,4,20000.00,97792
114,97748,HBT,11,4,1000,4,4000.00,97748
115,97639,HBT,32,6,100,4,400.00,97639
116,97638,HBT,32,6,200,4,800.00,97638
117,97637,HBT,32,6,200,4,800.00,97637
118,97636,HBT,32,8,3000,4,12000.00,97636
119,97635,HBT,32,8,3000,4,12000.00,97635
120,97634,HBT,32,8,3000,4,12000.00,97634
121,97633,HBT,6,25,1000,4,4000.00,97633
122,97632,HBT,24,25,1000,4,4000.00,97632
123,97577,HBT,32,32,630,4,2520.00,97577
124,97576,HBT,32,32,500,4,2000.00,97576
125,97575,HBT,15,15,2000,4,8000.00,97575
126,97317,HBT,12,22,2500,4,10000.00,97317
127,97262,HBT,12,22,1850,4,7400.00,97262
128,97244,HBT,29,15,2000,4,8000.00,97244
129,97214,HBT,29,15,500,4,2000.00,97214
130,97213,HBT,29,15,500,4,2000.00,97213
131,97212,HBT,29,15,500,4,2000.00,97212
132,97211,HBT,29,15,500,4,2000.00,97211
133,97210,HBT,29,15,500,4,2000.00,97210
134,97209,HBT,29,15,1000,4,4000.00,97209
135,97111,HBT,30,3,2000,4,8000.00,97111
136,97108,HBT,30,25,1000,4,4000.00,97108
137,96824,HBT,18,22,1850,4,7400.00,96824
138,96722,HBT,19,15,1000,3,3000.00,96722
139,96721,HBT,30,15,1000,3,3000.00,96721
140,96645,HBT,15,15,450,3,1350.00,96645
141,96064,HBT,28,15,1000,3,3000.00,96064
142,96063,HBT,28,15,1000,3,3000.00,96063
143,96062,HBT,28,15,10000,3,30000.00,96062
144,95976,HBT,28,15,1000,3,3000.00,95976
145,95975,HBT,28,15,1000,3,3000.00,95975
146,95974,HBT,25,15,1000,3,3000.00,95974
147,95858,HBT,20,6,3580,3,10740.00,95858
148,94641,HBT,20,20,1100,3,3300.00,94641
149,94640,HBT,20,20,2500,3,7500.00,94640
150,94591,HBT,4,15,1000,3,3000.00,94591
151,94590,HBT,4,15,1000,3,3000.00,94590
152,94589,HBT,4,15,1000,3,3000.00,94589
153,94588,HBT,4,15,1000,3,3000.00,94588
154,94587,HBT,4,15,1000,3,3000.00,94587
155,94586,HBT,4,15,1000,3,3000.00,94586
156,94585,HBT,4,15,1000,3,3000.00,94585
157,94584,HBT,4,15,1000,3,3000.00,94584
158,94583,HBT,4,15,1000,3,3000.00,94583
159,94582,HBT,4,15,1000,3,3000.00,94582
160,93901,HBT,6,6,920000,3,2760000.00,93901
161,93754,HBT,6,6,600000,3,1800000.00,93754
162,93073,HBT,22,22,500,4,2000.00,93073
163,93072,HBT,22,22,500,4,2000.00,93072
164,93071,HBT,22,22,500,4,2000.00,93071
165,93070,HBT,22,22,500,4,2000.00,93070
166,93069,HBT,22,22,500,4,2000.00,93069
167,92978,HBT,14,15,2000,4,8000.00,92978
168,92845,HBT,25,22,100,4,400.00,92845
169,92844,HBT,25,22,100,4,400.00,92844
170,92843,HBT,25,22,100,4,400.00,92843
171,92842,HBT,25,22,100,4,400.00,92842
172,92841,HBT,25,22,100,4,400.00,92841
173,92840,HBT,25,22,100,4,400.00,92840
174,92839,HBT,25,22,100,4,400.00,92839
175,92838,HBT,25,22,100,4,400.00,92838
176,92837,HBT,25,22,100,4,400.00,92837
177,92836,HBT,25,22,100,4,400.00,92836
178,92835,HBT,25,22,100,4,400.00,92835
179,92752,HBT,30,15,4000,4,16000.00,92752
180,92623,HBT,22,15,500,4,2000.00,92623
181,92622,HBT,22,15,500,4,2000.00,92622
182,92621,HBT,22,15,1000,4,4000.00,92621
183,92578,HBT,24,19,10800,4,43200.00,92578
184,92577,HBT,24,21,3000,4,12000.00,92577
185,92549,HBT,18,18,2500,4,10000.00,92549
186,92445,HBT,28,20,2500,4,10000.00,92445
187,92209,HBT,22,18,2200,4,8800.00,92209
188,92208,HBT,22,6,3000,4,12000.00,92208
189,92024,HBT,25,4,10000,4,40000.00,92024
190,92002,HBT,25,15,1000,4,4000.00,92002
191,92001,HBT,25,15,1000,4,4000.00,92001
192,92000,HBT,25,15,1000,4,4000.00,92000
193,91999,HBT,25,15,1000,4,4000.00,91999
194,91998,HBT,25,15,1000,4,4000.00,91998
195,91997,HBT,25,15,1000,4,4000.00,91997
196,91959,HBT,6,6,800000,4,3200000.00,91959
197,91958,HBT,6,6,900000,4,3600000.00,91958
198,91944,HBT,19,15,500,4,2000.00,91944
199,91943,HBT,19,15,500,4,2000.00,91943
200,91942,HBT,19,15,500,4,2000.00,91942
201,91823,HBT,30,30,10000,4,40000.00,91823
202,91570,HBT,32,22,200,4,800.00,91570
203,91407,HBT,19,15,100,4,400.00,91407
204,91293,HBT,26,26,1000,5,5000.00,91293
205,91264,HBT,26,6,500,5,2500.00,91264
206,91261,HBT,19,6,500,5,2500.00,91261
207,91196,HBT,6,6,734300,5,3671500.00,91196
208,91195,HBT,22,22,600,5,3000.00,91195
209,91194,HBT,22,22,310,5,1550.00,91194
210,91193,HBT,22,22,2000,5,10000.00,91193
211,91192,HBT,22,22,1940,5,9700.00,91192
212,91116,HBT,6,6,900000,5,4500000.00,91116
213,90586,HBT,32,32,1000,5,5000.00,90586
214,90585,HBT,32,32,1000,5,5000.00,90585
215,90372,HBT,29,11,150,5,750.00,90372
216,90256,HBT,18,30,1000,5,5000.00,90256
217,90255,HBT,18,21,2880,5,14400.00,90255
218,90254,HBT,6,21,1000,5,5000.00,90254
219,90253,HBT,25,21,200,5,1000.00,90253
220,90252,HBT,25,21,1000,5,5000.00,90252
221,90251,HBT,25,4,2880,5,14400.00,90251
