Clusters,"Density
(P/Km2)",Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Co2-Emissions,CPI,CPI Change (%),Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Life expectancy,Maternal mortality ratio,Minimum wage,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population
1,110.52777777777777,49.87714285714286,546801.8333333334,60800.0,35.257777777777775,13067.166666666666,376.0291176470588,18.205882352941178,4.721388888888889,28.677142857142858,0.959090909090909,48548721624.97222,99.67222222222222,9.182857142857141,50.894444444444446,61.541666666666664,533.6111111111111,0.3641379310344828,42.16857142857143,0.17771428571428574,28171648.611111112,68.375,10.363333333333333,55.16,4.9225,11224467.194444444
2,217.66666666666666,53.666666666666664,7572580.0,2361666.6666666665,13.453333333333333,5769004.0,140.92,6.033333333333334,1.8800000000000001,26.7,0.8799999999999999,14649566666666.666,105.0,55.63333333333333,14.299999999999999,74.96666666666667,64.33333333333333,2.8066666666666666,36.199999999999996,1.8166666666666664,1030790759.0,59.76666666666667,10.066666666666666,48.5,8.126666666666667,528209506.0
3,186.44444444444446,36.185106382978724,417020.0612244898,145548.78048780488,20.54956989247312,75139.96808510639,162.62719101123596,5.242696629213484,2.6051612903225805,33.314893617021276,0.8302380952380952,118082147678.38144,103.8,29.234444444444442,20.238297872340425,72.0752688172043,99.85555555555555,1.2297333333333333,31.967368421052633,1.3256382978723404,23727697.765306123,61.57790697674418,16.696385542168674,36.970329670329676,7.965813953488372,13630098.957446808
4,815.421052631579,36.535714285714285,886255.350877193,119372.54901960785,10.52421052631579,156103.0909090909,119.62461538461538,1.8792452830188677,1.5957142857142856,32.205357142857146,1.2981818181818183,613468187137.0,101.925,69.59818181818181,4.542857142857143,79.50727272727272,12.326923076923077,5.067674418604651,27.534545454545455,3.7430357142857145,21194382.63157895,60.89019607843137,20.266037735849054,37.59444444444444,6.379411764705883,16981132.842105262
